i,t,x
68,15,1.0
68,16,1.0
68,17,1.0
68,18,1.0
68,19,1.0
68,20,1.0
68,21,1.0
68,22,1.0
68,23,1.0
68,24,1.0
69,1,1.0
69,2,1.0
69,3,1.0
69,4,1.0
69,5,1.0
69,6,1.0
69,7,1.0
69,8,1.0
69,9,1.0
69,10,1.0
69,11,1.0
69,12,1.0
69,13,1.0
69,14,1.0
69,15,1.0
69,16,1.0
69,17,1.0
69,18,1.0
69,19,1.0
69,20,1.0
69,21,1.0
69,22,1.0
69,23,1.0
69,24,1.0
70,1,1.0
70,2,1.0
70,3,1.0
70,4,1.0
70,5,1.0
70,6,1.0
70,7,1.0
70,8,1.0
70,9,1.0
70,10,1.0
70,11,1.0
70,12,1.0
70,13,1.0
70,14,1.0
70,15,1.0
70,16,1.0
70,17,1.0
70,18,1.0
70,19,1.0
70,20,1.0
70,21,1.0
70,22,1.0
70,23,1.0
70,24,1.0
71,1,1.0
71,2,1.0
71,3,1.0
71,4,1.0
71,5,1.0
71,6,1.0
71,7,1.0
71,8,1.0
71,9,1.0
71,10,1.0
71,11,1.0
71,12,1.0
71,13,1.0
71,14,1.0
71,15,1.0
71,16,1.0
71,17,1.0
71,18,1.0
71,19,1.0
71,20,1.0
71,21,1.0
71,22,1.0
71,23,1.0
71,24,1.0
72,1,1.0
72,2,1.0
72,3,1.0
72,4,1.0
72,5,1.0
72,6,1.0
72,7,1.0
72,8,1.0
72,9,1.0
72,10,1.0
72,11,1.0
72,12,1.0
72,13,1.0
72,14,1.0
72,15,1.0
72,16,1.0
72,17,1.0
72,18,1.0
72,19,1.0
72,20,1.0
72,21,1.0
72,22,1.0
72,23,1.0
72,24,1.0
73,1,1.0
73,2,1.0
73,3,1.0
73,4,1.0
73,5,1.0
73,6,1.0
73,7,1.0
73,8,1.0
73,9,1.0
73,10,1.0
73,11,1.0
73,12,1.0
73,13,1.0
73,14,1.0
73,15,1.0
73,16,1.0
73,17,1.0
73,18,1.0
73,19,1.0
73,20,1.0
73,21,1.0
73,22,1.0
73,23,1.0
73,24,1.0
74,1,1.0
74,2,1.0
74,3,1.0
74,4,1.0
74,5,1.0
74,6,1.0
74,7,1.0
74,8,1.0
74,9,1.0
74,10,1.0
74,11,1.0
74,12,1.0
74,13,1.0
74,14,1.0
74,15,1.0
74,16,1.0
74,17,1.0
74,18,1.0
74,19,1.0
74,20,1.0
74,21,1.0
74,22,1.0
74,23,1.0
74,24,1.0
75,1,1.0
75,2,1.0
75,3,1.0
75,4,1.0
75,5,1.0
75,6,1.0
75,7,1.0
75,8,1.0
75,9,1.0
75,10,1.0
75,11,1.0
75,12,1.0
75,13,1.0
75,14,1.0
75,15,1.0
75,16,1.0
75,17,1.0
75,18,1.0
75,19,1.0
75,20,1.0
75,21,1.0
75,22,1.0
75,23,1.0
75,24,1.0
76,1,1.0
76,2,1.0
76,3,1.0
76,4,1.0
76,5,1.0
76,6,1.0
76,7,1.0
76,8,1.0
76,9,1.0
76,10,1.0
76,11,1.0
76,12,1.0
76,13,1.0
76,14,1.0
76,15,1.0
76,16,1.0
76,17,1.0
76,18,1.0
76,19,1.0
76,20,1.0
76,21,1.0
76,22,1.0
76,23,1.0
76,24,1.0
77,1,1.0
77,2,1.0
77,3,1.0
77,4,1.0
77,5,1.0
77,6,1.0
77,7,1.0
77,8,1.0
77,9,1.0
77,10,1.0
77,11,1.0
77,12,1.0
77,13,1.0
77,14,1.0
77,15,1.0
77,16,1.0
77,17,1.0
77,18,1.0
77,19,1.0
77,20,1.0
77,21,1.0
77,22,1.0
77,23,1.0
77,24,1.0
78,1,1.0
78,2,1.0
78,3,1.0
78,4,1.0
78,5,1.0
78,6,1.0
78,7,1.0
78,8,1.0
78,9,1.0
78,10,1.0
78,11,1.0
78,12,1.0
78,13,1.0
78,14,1.0
78,15,1.0
78,16,1.0
78,17,1.0
78,18,1.0
78,19,1.0
78,20,1.0
78,21,1.0
78,22,1.0
78,23,1.0
78,24,1.0
79,1,1.0
79,2,1.0
79,3,1.0
79,4,1.0
79,5,1.0
79,6,1.0
79,7,1.0
79,8,1.0
79,9,1.0
79,10,1.0
79,11,1.0
79,12,1.0
79,13,1.0
79,14,1.0
79,15,1.0
79,16,1.0
79,17,1.0
79,18,1.0
79,19,1.0
79,20,1.0
79,21,1.0
79,22,1.0
79,23,1.0
79,24,1.0
80,1,1.0
80,2,1.0
80,3,1.0
80,4,1.0
80,5,1.0
80,6,1.0
80,7,1.0
80,8,1.0
80,9,1.0
80,10,1.0
80,11,1.0
80,12,1.0
80,13,1.0
80,14,1.0
80,15,1.0
80,16,1.0
80,17,1.0
80,18,1.0
80,19,1.0
80,20,1.0
80,21,1.0
80,22,1.0
80,23,1.0
80,24,1.0
81,1,1.0
81,2,1.0
81,3,1.0
81,4,1.0
81,5,1.0
81,6,1.0
81,7,1.0
81,8,1.0
81,9,1.0
81,10,1.0
81,11,1.0
81,12,1.0
81,13,1.0
81,14,1.0
81,15,1.0
81,16,1.0
81,17,1.0
81,18,1.0
81,19,1.0
81,20,1.0
81,21,1.0
81,22,1.0
81,23,1.0
81,24,1.0
82,1,1.0
82,2,1.0
82,3,1.0
82,4,1.0
82,5,1.0
82,6,1.0
82,7,1.0
82,8,1.0
82,9,1.0
82,10,1.0
82,11,1.0
82,12,1.0
82,13,1.0
82,14,1.0
82,15,1.0
82,16,1.0
82,17,1.0
82,18,1.0
82,19,1.0
82,20,1.0
82,21,1.0
82,22,1.0
82,23,1.0
82,24,1.0
83,1,1.0
83,2,1.0
83,3,1.0
83,4,1.0
83,5,1.0
83,6,1.0
83,7,1.0
83,8,1.0
83,9,1.0
83,10,1.0
83,11,1.0
83,12,1.0
83,13,1.0
83,14,1.0
83,15,1.0
83,16,1.0
83,17,1.0
83,18,1.0
83,19,1.0
83,20,1.0
83,21,1.0
83,22,1.0
83,23,1.0
83,24,1.0
84,1,1.0
84,2,1.0
84,3,1.0
84,4,1.0
84,5,1.0
84,6,1.0
84,7,1.0
84,8,1.0
84,9,1.0
84,10,1.0
84,11,1.0
84,12,1.0
84,13,1.0
84,14,1.0
84,15,1.0
84,16,1.0
84,17,1.0
84,18,1.0
84,19,1.0
84,20,1.0
84,21,1.0
84,22,1.0
84,23,1.0
84,24,1.0
85,1,1.0
85,2,1.0
85,3,1.0
85,4,1.0
85,5,1.0
85,6,1.0
85,7,1.0
85,8,1.0
85,9,1.0
85,10,1.0
85,11,1.0
85,12,1.0
85,13,1.0
85,14,1.0
85,15,1.0
85,16,1.0
85,17,1.0
85,18,1.0
85,19,1.0
85,20,1.0
85,21,1.0
85,22,1.0
85,23,1.0
85,24,1.0
86,1,1.0
86,2,1.0
86,3,1.0
86,4,1.0
86,5,1.0
86,6,1.0
86,7,1.0
86,8,1.0
86,9,1.0
86,10,1.0
86,11,1.0
86,12,1.0
86,13,1.0
86,14,1.0
86,15,1.0
86,16,1.0
86,17,1.0
86,18,1.0
86,19,1.0
86,20,1.0
86,21,1.0
86,22,1.0
86,23,1.0
86,24,1.0
87,1,1.0
87,2,1.0
87,3,1.0
87,4,1.0
87,5,1.0
87,6,1.0
87,7,1.0
87,8,1.0
87,9,1.0
87,10,1.0
87,11,1.0
87,12,1.0
87,13,1.0
87,14,1.0
87,15,1.0
87,16,1.0
87,17,1.0
87,18,1.0
87,19,1.0
87,20,1.0
87,21,1.0
87,22,1.0
87,23,1.0
87,24,1.0
88,1,1.0
88,2,1.0
88,3,1.0
88,4,1.0
88,5,1.0
88,6,1.0
88,7,1.0
88,8,1.0
88,9,1.0
88,10,1.0
88,11,1.0
88,12,1.0
88,13,1.0
88,14,1.0
88,15,1.0
88,16,1.0
88,17,1.0
88,18,1.0
88,19,1.0
88,20,1.0
88,21,1.0
88,22,1.0
88,23,1.0
88,24,1.0
89,1,1.0
89,2,1.0
89,3,1.0
89,4,1.0
89,5,1.0
89,6,1.0
89,7,1.0
89,8,1.0
89,9,1.0
89,10,1.0
89,11,1.0
89,12,1.0
89,13,1.0
89,14,1.0
89,15,1.0
89,16,1.0
89,17,1.0
89,18,1.0
89,19,1.0
89,20,1.0
89,21,1.0
89,22,1.0
89,23,1.0
89,24,1.0
90,1,1.0
90,2,1.0
90,3,1.0
90,4,1.0
90,5,1.0
90,6,1.0
90,7,1.0
90,8,1.0
90,9,1.0
90,10,1.0
90,11,1.0
90,12,1.0
90,13,1.0
90,14,1.0
90,15,1.0
90,16,1.0
90,17,1.0
90,18,1.0
90,19,1.0
90,20,1.0
90,21,1.0
90,22,1.0
90,23,1.0
90,24,1.0
91,1,1.0
91,2,1.0
91,3,1.0
91,4,1.0
91,5,1.0
91,6,1.0
91,7,1.0
91,8,1.0
91,9,1.0
91,10,1.0
91,11,1.0
91,12,1.0
91,13,1.0
91,14,1.0
91,15,1.0
91,16,1.0
91,17,1.0
91,18,1.0
91,19,1.0
91,20,1.0
91,21,1.0
91,22,1.0
91,23,1.0
91,24,1.0
92,1,1.0
92,2,1.0
92,3,1.0
92,4,1.0
92,5,1.0
92,6,1.0
92,7,1.0
92,8,1.0
92,9,1.0
92,10,1.0
92,11,1.0
92,12,1.0
92,13,1.0
92,14,1.0
92,15,1.0
92,16,1.0
92,17,1.0
92,18,1.0
92,19,1.0
92,20,1.0
92,21,1.0
92,22,1.0
92,23,1.0
92,24,1.0
93,1,1.0
93,2,1.0
93,3,1.0
93,4,1.0
93,5,1.0
93,6,1.0
93,7,1.0
93,8,1.0
93,9,1.0
93,10,1.0
93,11,1.0
93,12,1.0
93,13,1.0
93,14,1.0
93,15,1.0
93,16,1.0
93,17,1.0
93,18,1.0
93,19,1.0
93,20,1.0
93,21,1.0
93,22,1.0
93,23,1.0
93,24,1.0
94,1,1.0
94,2,1.0
94,3,1.0
94,4,1.0
94,5,1.0
94,6,1.0
94,7,1.0
94,8,1.0
94,9,1.0
94,10,1.0
94,11,1.0
94,12,1.0
94,13,1.0
94,14,1.0
94,15,1.0
94,16,1.0
94,17,1.0
94,18,1.0
94,19,1.0
94,20,1.0
94,21,1.0
94,22,1.0
94,23,1.0
94,24,1.0
95,1,0.0
95,2,0.0
95,3,0.0
95,4,-0.0
95,5,1.0
95,6,1.0
95,7,1.0
95,8,1.0
95,9,1.0
95,10,1.0
95,11,1.0
95,12,1.0
95,13,1.0
95,14,1.0
95,15,1.0
95,16,1.0
95,17,1.0
95,18,1.0
95,19,1.0
95,20,1.0
95,21,1.0
95,22,1.0
95,23,1.0
95,24,1.0
96,1,0.0
96,2,0.0
96,3,0.0
96,4,0.0
96,5,1.0
96,6,1.0
96,7,1.0
96,8,1.0
96,9,1.0
96,10,1.0
96,11,1.0
96,12,1.0
96,13,1.0
96,14,1.0
96,15,1.0
96,16,1.0
96,17,1.0
96,18,1.0
96,19,1.0
96,20,1.0
96,21,1.0
96,22,1.0
96,23,1.0
96,24,1.0
97,1,1.0
97,2,1.0
97,3,1.0
97,4,1.0
97,5,1.0
97,6,1.0
97,7,1.0
97,8,1.0
97,9,1.0
97,10,1.0
97,11,1.0
97,12,1.0
97,13,1.0
97,14,1.0
97,15,1.0
97,16,1.0
97,17,1.0
97,18,1.0
97,19,1.0
97,20,1.0
97,21,1.0
97,22,1.0
97,23,1.0
97,24,1.0
98,1,0.0
98,2,0.0
98,3,0.0
98,4,-0.0
98,5,1.0
98,6,1.0
98,7,1.0
98,8,1.0
98,9,1.0
98,10,1.0
98,11,1.0
98,12,1.0
98,13,1.0
98,14,1.0
98,15,1.0
98,16,1.0
98,17,1.0
98,18,1.0
98,19,1.0
98,20,1.0
98,21,1.0
98,22,1.0
98,23,1.0
98,24,1.0
99,1,1.0
99,2,1.0
99,3,1.0
99,4,1.0
99,5,1.0
99,6,1.0
99,7,1.0
99,8,1.0
99,9,1.0
99,10,1.0
99,11,1.0
99,12,1.0
99,13,1.0
99,14,1.0
99,15,1.0
99,16,1.0
99,17,1.0
99,18,1.0
99,19,1.0
99,20,1.0
99,21,1.0
99,22,1.0
99,23,1.0
99,24,1.0
100,1,1.0
100,2,1.0
100,3,1.0
100,4,1.0
100,5,1.0
100,6,1.0
100,7,1.0
100,8,1.0
100,9,1.0
100,10,1.0
100,11,1.0
100,12,1.0
100,13,1.0
100,14,1.0
100,15,1.0
100,16,1.0
100,17,1.0
100,18,1.0
100,19,1.0
100,20,1.0
100,21,1.0
100,22,1.0
100,23,1.0
100,24,1.0
101,1,1.0
101,2,1.0
101,3,1.0
101,4,1.0
101,5,1.0
101,6,1.0
101,7,1.0
101,8,1.0
101,9,1.0
101,10,1.0
101,11,1.0
101,12,1.0
101,13,1.0
101,14,1.0
101,15,1.0
101,16,1.0
101,17,1.0
101,18,1.0
101,19,1.0
101,20,1.0
101,21,1.0
101,22,1.0
101,23,1.0
101,24,1.0
102,1,1.0
102,2,1.0
102,3,1.0
102,4,1.0
102,5,1.0
102,6,1.0
102,7,1.0
102,8,1.0
102,9,1.0
102,10,1.0
102,11,1.0
102,12,1.0
102,13,1.0
102,14,1.0
102,15,1.0
102,16,1.0
102,17,1.0
102,18,1.0
102,19,1.0
102,20,1.0
102,21,1.0
102,22,1.0
102,23,1.0
102,24,1.0
103,1,1.0
103,2,1.0
103,3,1.0
103,4,1.0
103,5,1.0
103,6,1.0
103,7,1.0
103,8,1.0
103,9,1.0
103,10,1.0
103,11,1.0
103,12,1.0
103,13,1.0
103,14,1.0
103,15,1.0
103,16,1.0
103,17,1.0
103,18,1.0
103,19,1.0
103,20,1.0
103,21,1.0
103,22,1.0
103,23,1.0
103,24,1.0
104,1,0.0
104,2,0.0
104,3,0.0
104,4,0.0
104,5,1.0
104,6,1.0
104,7,1.0
104,8,1.0
104,9,1.0
104,10,1.0
104,11,1.0
104,12,1.0
104,13,1.0
104,14,1.0
104,15,1.0
104,16,1.0
104,17,1.0
104,18,1.0
104,19,1.0
104,20,1.0
104,21,1.0
104,22,1.0
104,23,1.0
104,24,1.0
105,1,0.0
105,2,0.0
105,3,0.0
105,4,-0.0
105,5,1.0
105,6,1.0
105,7,1.0
105,8,1.0
105,9,1.0
105,10,1.0
105,11,1.0
105,12,1.0
105,13,1.0
105,14,1.0
105,15,1.0
105,16,1.0
105,17,1.0
105,18,1.0
105,19,1.0
105,20,1.0
105,21,1.0
105,22,1.0
105,23,1.0
105,24,1.0
106,1,1.0
106,2,1.0
106,3,1.0
106,4,1.0
106,5,1.0
106,6,1.0
106,7,1.0
106,8,1.0
106,9,1.0
106,10,1.0
106,11,1.0
106,12,1.0
106,13,1.0
106,14,1.0
106,15,1.0
106,16,1.0
106,17,1.0
106,18,1.0
106,19,1.0
106,20,1.0
106,21,1.0
106,22,1.0
106,23,1.0
106,24,1.0
107,1,1.0
107,2,1.0
107,3,1.0
107,4,1.0
107,5,1.0
107,6,1.0
107,7,1.0
107,8,1.0
107,9,1.0
107,10,1.0
107,11,1.0
107,12,1.0
107,13,1.0
107,14,1.0
107,15,1.0
107,16,1.0
107,17,1.0
107,18,1.0
107,19,1.0
107,20,1.0
107,21,1.0
107,22,1.0
107,23,1.0
107,24,1.0
108,1,1.0
108,2,1.0
108,3,1.0
108,4,1.0
108,5,1.0
108,6,1.0
108,7,1.0
108,8,1.0
108,9,1.0
108,10,1.0
108,11,1.0
108,12,1.0
108,13,1.0
108,14,1.0
108,15,1.0
108,16,1.0
108,17,1.0
108,18,1.0
108,19,1.0
108,20,1.0
108,21,1.0
108,22,1.0
108,23,1.0
108,24,1.0
109,1,0.0
109,2,0.0
109,3,0.0
109,4,0.0
109,5,1.0
109,6,1.0
109,7,1.0
109,8,1.0
109,9,1.0
109,10,1.0
109,11,1.0
109,12,1.0
109,13,1.0
109,14,1.0
109,15,1.0
109,16,1.0
109,17,1.0
109,18,1.0
109,19,1.0
109,20,1.0
109,21,1.0
109,22,1.0
109,23,1.0
109,24,1.0
110,1,1.0
110,2,1.0
110,3,1.0
110,4,1.0
110,5,1.0
110,6,1.0
110,7,1.0
110,8,1.0
110,9,1.0
110,10,1.0
110,11,1.0
110,12,1.0
110,13,1.0
110,14,1.0
110,15,1.0
110,16,1.0
110,17,1.0
110,18,1.0
110,19,1.0
110,20,1.0
110,21,1.0
110,22,1.0
110,23,1.0
110,24,1.0
111,1,1.0
111,2,1.0
111,3,1.0
111,4,1.0
111,5,1.0
111,6,1.0
111,7,1.0
111,8,1.0
111,9,1.0
111,10,1.0
111,11,1.0
111,12,1.0
111,13,1.0
111,14,1.0
111,15,1.0
111,16,1.0
111,17,1.0
111,18,1.0
111,19,1.0
111,20,1.0
111,21,1.0
111,22,1.0
111,23,1.0
111,24,1.0
112,1,0.0
112,2,0.0
112,3,0.0
112,4,-0.0
112,5,1.0
112,6,1.0
112,7,1.0
112,8,1.0
112,9,1.0
112,10,1.0
112,11,1.0
112,12,1.0
112,13,1.0
112,14,1.0
112,15,1.0
112,16,1.0
112,17,1.0
112,18,1.0
112,19,1.0
112,20,1.0
112,21,1.0
112,22,1.0
112,23,1.0
112,24,1.0
113,1,1.0
113,2,1.0
113,3,1.0
113,4,1.0
113,5,1.0
113,6,1.0
113,7,1.0
113,8,1.0
113,9,1.0
113,10,1.0
113,11,1.0
113,12,1.0
113,13,1.0
113,14,1.0
113,15,1.0
113,16,1.0
113,17,1.0
113,18,1.0
113,19,1.0
113,20,1.0
113,21,1.0
113,22,1.0
113,23,1.0
113,24,1.0
114,1,0.0
114,2,0.0
114,3,0.0
114,4,-0.0
114,5,1.0
114,6,1.0
114,7,1.0
114,8,1.0
114,9,1.0
114,10,1.0
114,11,1.0
114,12,1.0
114,13,1.0
114,14,1.0
114,15,1.0
114,16,1.0
114,17,1.0
114,18,1.0
114,19,1.0
114,20,1.0
114,21,1.0
114,22,1.0
114,23,1.0
114,24,1.0
